uid,id,country,gender,group,dt,total_spent,group,join_dt,device,join_dt
1022647,1022647,USA,F,B,,0,B,2023-01-28,I,2023-01-28
1022648,1022648,USA,M,A,,0,A,2023-01-30,I,2023-01-30
1022649,1022649,USA,F,A,,0,A,2023-01-27,A,2023-01-27
1022650,1022650,USA,M,A,,0,A,2023-02-04,A,2023-02-04
1022651,1022651,MEX,,A,,0,A,2023-01-27,A,2023-01-27
1022652,1022652,USA,M,A,,0,A,2023-01-31,I,2023-01-31
1022653,1022653,BRA,F,A,2023-01-30,31.09,A,2023-01-30,A,2023-01-30
1022654,1022654,ESP,F,A,,0,A,2023-01-26,A,2023-01-26
1022655,1022655,TUR,M,B,,0,B,2023-02-03,I,2023-02-03
1022656,1022656,MEX,,A,,0,A,2023-02-02,A,2023-02-02
1022657,1022657,AUS,M,A,,0,A,2023-01-28,A,2023-01-28
1022658,1022658,DEU,M,B,,0,B,2023-02-02,A,2023-02-02
1022659,1022659,USA,F,A,,0,A,2023-02-05,I,2023-02-05
1022660,1022660,CAN,F,B,,0,B,2023-01-27,A,2023-01-27
1022661,1022661,FRA,M,A,,0,A,2023-01-25,A,2023-01-25
1022662,1022662,ESP,F,B,,0,B,2023-02-02,A,2023-02-02
1022663,1022663,BRA,,B,,0,B,2023-01-29,A,2023-01-29
1022664,1022664,DEU,M,A,,0,A,2023-01-29,A,2023-01-29
1022665,1022665,USA,F,A,,0,A,2023-02-01,A,2023-02-01
1022666,1022666,AUS,F,A,,0,A,2023-01-25,I,2023-01-25
1022667,1022667,FRA,M,A,,0,A,2023-02-02,I,2023-02-02
1022668,1022668,BRA,F,A,,0,A,2023-01-25,I,2023-01-25
1022669,1022669,FRA,F,A,,0,A,2023-01-26,A,2023-01-26
1022670,1022670,USA,,A,,0,A,2023-01-25,I,2023-01-25
1022671,1022671,USA,,B,,0,B,2023-01-26,A,2023-01-26
1022672,1022672,FRA,,B,,0,B,2023-01-26,A,2023-01-26
1022673,1022673,MEX,M,A,,0,A,2023-01-26,I,2023-01-26
1022674,1022674,BRA,O,B,,0,B,2023-01-28,A,2023-01-28
1022675,1022675,USA,M,A,,0,A,2023-01-26,A,2023-01-26
1022676,1022676,MEX,M,A,,0,A,2023-01-25,A,2023-01-25
1022677,1022677,ESP,M,B,,0,B,2023-01-25,A,2023-01-25
1022678,1022678,BRA,M,B,,0,B,2023-02-01,I,2023-02-01
1022679,1022679,DEU,F,B,,0,B,2023-02-05,I,2023-02-05
1022680,1022680,BRA,F,A,,0,A,2023-01-25,I,2023-01-25
1022681,1022681,USA,F,A,,0,A,2023-01-29,A,2023-01-29
1022682,1022682,USA,,A,,0,A,2023-01-31,A,2023-01-31
1022683,1022683,CAN,M,B,,0,B,2023-01-29,A,2023-01-29
1022684,1022684,DEU,F,B,,0,B,2023-01-29,A,2023-01-29
1022685,1022685,USA,M,A,,0,A,2023-01-28,I,2023-01-28
1022686,1022686,FRA,M,B,,0,B,2023-01-26,A,2023-01-26
1022687,1022687,FRA,F,B,,0,B,2023-01-27,A,2023-01-27
1022688,1022688,TUR,F,B,,0,B,2023-01-25,A,2023-01-25
1022689,1022689,TUR,M,A,,0,A,2023-02-05,A,2023-02-05
1022690,1022690,TUR,F,B,,0,B,2023-01-31,A,2023-01-31
1022691,1022691,GBR,F,A,,0,A,2023-02-03,I,2023-02-03
1022692,1022692,USA,F,A,2023-01-30,523.6,A,2023-01-30,I,2023-01-30
1022693,1022693,GBR,M,B,,0,B,2023-01-25,I,2023-01-25
1022694,1022694,MEX,M,A,,0,A,2023-01-27,A,2023-01-27
1022695,1022695,BRA,F,A,,0,A,2023-01-26,A,2023-01-26
1022696,1022696,BRA,F,A,,0,A,2023-01-25,A,2023-01-25
1022697,1022697,FRA,F,A,,0,A,2023-02-05,A,2023-02-05
1022698,1022698,FRA,,A,2023-01-26,75.79,A,2023-01-26,A,2023-01-26
1022699,1022699,USA,M,A,,0,A,2023-02-01,A,2023-02-01
1022700,1022700,GBR,F,B,,0,B,2023-01-25,A,2023-01-25
1022701,1022701,DEU,F,B,,0,B,2023-01-26,A,2023-01-26
1022702,1022702,TUR,F,B,,0,B,2023-01-27,I,2023-01-27
1022703,1022703,,,A,,0,A,2023-01-29,A,2023-01-29
1022704,1022704,,M,A,,0,A,2023-01-25,I,2023-01-25
1022705,1022705,USA,F,A,,0,A,2023-02-06,I,2023-02-06
1022706,1022706,DEU,F,A,,0,A,2023-01-25,I,2023-01-25
1022707,1022707,USA,,B,,0,B,2023-01-25,A,2023-01-25
1022708,1022708,USA,M,B,,0,B,2023-01-25,I,2023-01-25
1022709,1022709,BRA,,B,,0,B,2023-01-25,A,2023-01-25
1022710,1022710,MEX,M,A,,0,A,2023-01-27,I,2023-01-27
1022711,1022711,BRA,M,B,,0,B,2023-01-26,A,2023-01-26
1022712,1022712,USA,M,A,,0,A,2023-02-01,A,2023-02-01
1022713,1022713,GBR,O,A,,0,A,2023-01-25,I,2023-01-25
1022714,1022714,MEX,F,A,,0,A,2023-01-25,I,2023-01-25
1022715,1022715,USA,M,A,,0,A,2023-01-25,A,2023-01-25
1022716,1022716,FRA,M,A,,0,A,2023-02-02,A,2023-02-02
1022717,1022717,USA,M,A,,0,A,2023-01-26,I,2023-01-26
1022718,1022718,MEX,M,A,,0,A,2023-01-25,I,2023-01-25
1022719,1022719,USA,M,B,,0,B,2023-02-01,A,2023-02-01
1022720,1022720,BRA,F,B,,0,B,2023-01-31,A,2023-01-31
1022721,1022721,CAN,,A,,0,A,2023-01-31,I,2023-01-31
1022722,1022722,USA,M,B,,0,B,2023-01-31,A,2023-01-31
1022723,1022723,USA,M,A,,0,A,2023-01-27,A,2023-01-27
1022724,1022724,MEX,F,B,,0,B,2023-01-30,A,2023-01-30
1022725,1022725,BRA,M,B,,0,B,2023-01-27,A,2023-01-27
1022726,1022726,MEX,F,B,,0,B,2023-01-26,I,2023-01-26
1022727,1022727,USA,M,A,,0,A,2023-01-28,A,2023-01-28
1022728,1022728,GBR,M,A,,0,A,2023-02-03,I,2023-02-03
1022729,1022729,BRA,M,B,,0,B,2023-01-28,I,2023-01-28
1022730,1022730,USA,M,B,,0,B,2023-01-26,A,2023-01-26
1022731,1022731,BRA,F,B,,0,B,2023-02-03,I,2023-02-03
1022732,1022732,BRA,F,B,,0,B,2023-01-25,I,2023-01-25
1022733,1022733,USA,M,A,,0,A,2023-02-02,I,2023-02-02
1022734,1022734,USA,F,A,,0,A,2023-01-26,A,2023-01-26
1022735,1022735,FRA,F,B,,0,B,2023-01-28,A,2023-01-28
1022736,1022736,MEX,M,B,,0,B,2023-01-26,A,2023-01-26
1022737,1022737,BRA,,A,,0,A,2023-01-26,A,2023-01-26
1022738,1022738,BRA,,A,,0,A,2023-01-29,A,2023-01-29
1022739,1022739,TUR,F,A,,0,A,2023-02-04,A,2023-02-04
1022740,1022740,MEX,M,B,,0,B,2023-01-25,I,2023-01-25
1022741,1022741,USA,F,A,,0,A,2023-01-25,A,2023-01-25
1022742,1022742,USA,M,B,,0,B,2023-02-03,I,2023-02-03
1022743,1022743,USA,,B,,0,B,2023-01-27,A,2023-01-27
1022744,1022744,USA,M,B,,0,B,2023-01-26,A,2023-01-26
1022745,1022745,USA,F,A,,0,A,2023-01-26,A,2023-01-26
1022746,1022746,USA,M,B,,0,B,2023-01-25,A,2023-01-25
1022747,1022747,DEU,F,B,2023-01-26,86.27,B,2023-01-26,A,2023-01-26
1022748,1022748,DEU,M,A,,0,A,2023-02-01,A,2023-02-01
1022749,1022749,USA,F,A,,0,A,2023-01-26,A,2023-01-26
1022750,1022750,BRA,,A,,0,A,2023-01-30,I,2023-01-30
1022751,1022751,MEX,F,B,,0,B,2023-01-26,I,2023-01-26
1022752,1022752,TUR,F,B,,0,B,2023-01-25,I,2023-01-25
1022753,1022753,USA,M,A,,0,A,2023-01-25,A,2023-01-25
1022754,1022754,USA,M,B,,0,B,2023-02-06,A,2023-02-06
1022755,1022755,USA,F,A,,0,A,2023-01-26,A,2023-01-26
1022756,1022756,USA,M,A,,0,A,2023-01-25,A,2023-01-25
1022757,1022757,BRA,M,B,,0,B,2023-01-28,I,2023-01-28
1022758,1022758,MEX,O,A,,0,A,2023-02-05,I,2023-02-05
1022759,1022759,USA,M,A,,0,A,2023-01-25,A,2023-01-25
1022760,1022760,BRA,F,B,,0,B,2023-01-31,A,2023-01-31
1022761,1022761,BRA,F,B,,0,B,2023-01-27,I,2023-01-27
1022762,1022762,CAN,F,B,2023-01-30,15.06,B,2023-01-30,A,2023-01-30
1022763,1022763,USA,,A,,0,A,2023-02-02,I,2023-02-02
1022764,1022764,FRA,F,A,,0,A,2023-01-31,I,2023-01-31
1022765,1022765,USA,F,A,,0,A,2023-02-01,I,2023-02-01
1022766,1022766,GBR,M,A,,0,A,2023-02-06,A,2023-02-06
1022767,1022767,,M,B,2023-01-25,45.41,B,2023-01-25,A,2023-01-25
1022768,1022768,MEX,M,A,,0,A,2023-02-05,I,2023-02-05
1022770,1022770,USA,M,A,,0,A,2023-01-27,A,2023-01-27
1022771,1022771,DEU,,B,,0,B,2023-01-26,A,2023-01-26
1022772,1022772,BRA,M,A,,0,A,2023-01-27,A,2023-01-27
1022773,1022773,USA,M,B,,0,B,2023-01-26,I,2023-01-26
1022774,1022774,USA,M,B,,0,B,2023-01-27,A,2023-01-27
1022775,1022775,USA,M,B,2023-01-25,77.7,B,2023-01-25,I,2023-01-25
1022776,1022776,FRA,F,A,,0,A,2023-01-26,A,2023-01-26
1022777,1022777,BRA,,B,,0,B,2023-01-25,I,2023-01-25
1022778,1022778,,F,A,2023-01-25,74.91,A,2023-01-25,A,2023-01-25
1022779,1022779,MEX,M,A,,0,A,2023-01-26,A,2023-01-26
1022780,1022780,MEX,F,B,,0,B,2023-01-27,I,2023-01-27
1022781,1022781,USA,M,A,,0,A,2023-01-27,I,2023-01-27
1022782,1022782,USA,F,B,,0,B,2023-01-25,I,2023-01-25
1022783,1022783,GBR,F,A,,0,A,2023-01-26,A,2023-01-26
1022784,1022784,FRA,,B,,0,B,2023-01-26,I,2023-01-26
1022785,1022785,USA,M,A,,0,A,2023-01-26,A,2023-01-26
1022786,1022786,,M,A,,0,A,2023-01-26,I,2023-01-26
1022787,1022787,DEU,M,B,,0,B,2023-01-25,I,2023-01-25
1022788,1022788,USA,M,A,2023-01-25,98.46,A,2023-01-25,A,2023-01-25
1022789,1022789,DEU,M,B,,0,B,2023-01-26,A,2023-01-26
1022790,1022790,USA,,B,,0,B,2023-01-25,I,2023-01-25
1022791,1022791,USA,M,B,,0,B,2023-01-29,A,2023-01-29
1022792,1022792,BRA,M,B,,0,B,2023-01-26,A,2023-01-26
1022793,1022793,USA,M,B,,0,B,2023-01-25,A,2023-01-25
1022794,1022794,USA,M,B,,0,B,2023-01-29,A,2023-01-29
1022795,1022795,USA,M,A,,0,A,2023-01-25,A,2023-01-25
1022796,1022796,AUS,F,B,,0,B,2023-01-30,A,2023-01-30
1022797,1022797,FRA,F,A,,0,A,2023-01-25,A,2023-01-25
1022798,1022798,BRA,,B,,0,B,2023-01-26,A,2023-01-26
1022799,1022799,USA,M,A,,0,A,2023-01-29,I,2023-01-29
1022800,1022800,USA,M,A,,0,A,2023-01-29,I,2023-01-29
1022801,1022801,USA,,B,,0,B,2023-02-03,I,2023-02-03
1022802,1022802,BRA,M,B,,0,B,2023-02-04,A,2023-02-04
1022803,1022803,ESP,F,B,,0,B,2023-01-27,A,2023-01-27
1022804,1022804,USA,F,B,,0,B,2023-01-25,I,2023-01-25
1022805,1022805,GBR,M,B,2023-02-01,1546.3,B,2023-01-27,I,2023-01-27
1022806,1022806,USA,,A,,0,A,2023-01-29,I,2023-01-29
1022807,1022807,MEX,F,A,,0,A,2023-02-05,I,2023-02-05
1022808,1022808,,M,B,,0,B,2023-01-25,A,2023-01-25
1022809,1022809,MEX,M,A,,0,A,2023-01-29,I,2023-01-29
1022810,1022810,USA,M,B,,0,B,2023-01-29,I,2023-01-29
1022811,1022811,USA,F,B,,0,B,2023-01-29,I,2023-01-29
1022812,1022812,BRA,F,A,,0,A,2023-01-25,A,2023-01-25
1022813,1022813,FRA,F,A,,0,A,2023-01-25,A,2023-01-25
1022814,1022814,TUR,M,A,,0,A,2023-02-01,A,2023-02-01
1022815,1022815,DEU,M,B,2023-01-29,46.66804792378848,B,2023-01-26,I,2023-01-26
1022815,1022815,DEU,M,B,2023-01-26,56.82,B,2023-01-26,I,2023-01-26
1022816,1022816,ESP,M,B,,0,B,2023-01-26,A,2023-01-26
1022817,1022817,BRA,F,B,,0,B,2023-01-30,I,2023-01-30
1022818,1022818,BRA,M,B,,0,B,2023-01-25,A,2023-01-25
1022819,1022819,MEX,M,B,,0,B,2023-01-27,I,2023-01-27
1022820,1022820,FRA,M,A,,0,A,2023-01-27,A,2023-01-27
1022821,1022821,USA,M,A,,0,A,2023-02-06,I,2023-02-06
1022822,1022822,BRA,F,B,,0,B,2023-01-31,A,2023-01-31
1022823,1022823,USA,,A,2023-01-27,14.57,A,2023-01-26,A,2023-01-26
1022824,1022824,BRA,F,A,2023-01-25,128.88,A,2023-01-25,I,2023-01-25
1022825,1022825,DEU,M,B,,0,B,2023-01-26,A,2023-01-26
1022826,1022826,USA,F,B,,0,B,2023-01-25,A,2023-01-25
1022827,1022827,GBR,F,B,,0,B,2023-01-28,A,2023-01-28
1022828,1022828,BRA,F,A,,0,A,2023-01-30,A,2023-01-30
1022829,1022829,USA,F,B,2023-02-04,10.05,B,2023-02-03,A,2023-02-03
1022830,1022830,USA,F,B,,0,B,2023-02-02,A,2023-02-02
1022831,1022831,USA,,A,2023-01-26,85.55,A,2023-01-26,I,2023-01-26
1022832,1022832,FRA,M,B,,0,B,2023-01-25,A,2023-01-25
1022833,1022833,TUR,,A,,0,A,2023-01-27,I,2023-01-27
1022834,1022834,ESP,O,A,,0,A,2023-01-25,I,2023-01-25
1022835,1022835,BRA,F,B,,0,B,2023-01-27,I,2023-01-27
1022836,1022836,GBR,,A,,0,A,2023-02-01,I,2023-02-01
1022837,1022837,ESP,M,B,,0,B,2023-01-25,I,2023-01-25
1022838,1022838,FRA,,B,,0,B,2023-01-29,A,2023-01-29
1022839,1022839,USA,M,A,,0,A,2023-01-26,A,2023-01-26
1022840,1022840,DEU,M,B,,0,B,2023-01-25,I,2023-01-25
1022841,1022841,,F,B,,0,B,2023-01-27,I,2023-01-27
1022842,1022842,USA,F,B,,0,B,2023-01-26,I,2023-01-26
1022843,1022843,DEU,F,A,,0,A,2023-01-29,A,2023-01-29
1022844,1022844,GBR,F,A,,0,A,2023-01-27,A,2023-01-27
1022845,1022845,MEX,F,A,2023-01-29,67.02,A,2023-01-27,I,2023-01-27
1022846,1022846,USA,,B,,0,B,2023-02-03,A,2023-02-03
1022847,1022847,USA,M,B,,0,B,2023-01-27,I,2023-01-27
1022848,1022848,TUR,F,B,,0,B,2023-01-27,A,2023-01-27
1022849,1022849,USA,F,A,,0,A,2023-01-25,I,2023-01-25
1022850,1022850,USA,,A,,0,A,2023-01-31,A,2023-01-31
1022852,1022852,DEU,M,B,,0,B,2023-02-01,A,2023-02-01
1022853,1022853,USA,O,A,,0,A,2023-01-28,I,2023-01-28
1022854,1022854,BRA,F,A,,0,A,2023-01-26,A,2023-01-26
1022855,1022855,USA,M,A,,0,A,2023-01-27,A,2023-01-27
1022856,1022856,FRA,M,A,,0,A,2023-02-06,A,2023-02-06
1022857,1022857,MEX,M,B,2023-01-29,27.89,B,2023-01-29,I,2023-01-29
1022858,1022858,USA,F,B,,0,B,2023-01-26,A,2023-01-26
1022859,1022859,DEU,F,A,,0,A,2023-01-27,A,2023-01-27
1022860,1022860,USA,F,B,,0,B,2023-01-26,A,2023-01-26
1022861,1022861,FRA,M,B,,0,B,2023-01-25,I,2023-01-25
1022862,1022862,ESP,F,B,,0,B,2023-01-30,I,2023-01-30
1022863,1022863,ESP,F,B,,0,B,2023-02-06,A,2023-02-06
1022864,1022864,,,A,,0,A,2023-01-27,A,2023-01-27
1022865,1022865,USA,F,A,,0,A,2023-01-26,A,2023-01-26
1022866,1022866,MEX,M,A,,0,A,2023-02-01,I,2023-02-01
1022867,1022867,DEU,O,A,,0,A,2023-01-27,A,2023-01-27
1022868,1022868,FRA,M,A,,0,A,2023-02-02,I,2023-02-02
1022869,1022869,FRA,F,B,,0,B,2023-01-26,I,2023-01-26
1022870,1022870,BRA,F,B,,0,B,2023-02-01,I,2023-02-01
1022871,1022871,USA,M,A,,0,A,2023-01-25,A,2023-01-25
1022872,1022872,USA,M,B,,0,B,2023-02-04,I,2023-02-04
1022874,1022874,GBR,M,A,,0,A,2023-01-26,I,2023-01-26
1022875,1022875,BRA,M,B,,0,B,2023-01-27,I,2023-01-27
1022876,1022876,USA,M,B,,0,B,2023-01-27,I,2023-01-27
1022877,1022877,MEX,M,A,,0,A,2023-01-25,I,2023-01-25
1022878,1022878,USA,M,A,,0,A,2023-02-06,I,2023-02-06
1022879,1022879,DEU,,B,,0,B,2023-01-25,I,2023-01-25
1022880,1022880,DEU,M,A,,0,A,2023-01-31,A,2023-01-31
1022881,1022881,ESP,,A,,0,A,2023-01-26,I,2023-01-26
1022882,1022882,USA,F,A,,0,A,2023-01-25,A,2023-01-25
1022883,1022883,TUR,F,B,,0,B,2023-01-27,A,2023-01-27
1022884,1022884,AUS,M,B,,0,B,2023-02-03,A,2023-02-03
1022885,1022885,USA,F,A,,0,A,2023-01-29,I,2023-01-29
1022886,1022886,CAN,M,A,,0,A,2023-02-01,A,2023-02-01
1022887,1022887,USA,M,B,,0,B,2023-02-04,A,2023-02-04
1022888,1022888,MEX,F,A,,0,A,2023-02-02,A,2023-02-02
1022889,1022889,FRA,,B,,0,B,2023-01-28,A,2023-01-28
1022890,1022890,MEX,F,B,,0,B,2023-01-25,I,2023-01-25
1022891,1022891,BRA,M,B,,0,B,2023-01-31,I,2023-01-31
1022892,1022892,BRA,M,B,,0,B,2023-01-25,A,2023-01-25
1022893,1022893,BRA,F,A,,0,A,2023-01-26,I,2023-01-26
1022894,1022894,USA,,B,,0,B,2023-01-27,A,2023-01-27
1022895,1022895,USA,F,B,,0,B,2023-01-25,I,2023-01-25
1022896,1022896,FRA,M,B,,0,B,2023-01-30,A,2023-01-30
1022897,1022897,BRA,,A,,0,A,2023-02-04,A,2023-02-04
1022898,1022898,USA,F,B,,0,B,2023-02-05,A,2023-02-05
1022899,1022899,ESP,F,B,,0,B,2023-01-25,I,2023-01-25
1022900,1022900,USA,M,A,,0,A,2023-02-02,I,2023-02-02
1022901,1022901,GBR,F,B,,0,B,2023-01-25,A,2023-01-25
1022902,1022902,USA,M,B,,0,B,2023-01-26,A,2023-01-26
1022903,1022903,USA,F,B,,0,B,2023-01-25,A,2023-01-25
1022904,1022904,ESP,,A,,0,A,2023-01-27,I,2023-01-27
1022905,1022905,GBR,F,A,,0,A,2023-01-28,A,2023-01-28
1022906,1022906,BRA,F,B,,0,B,2023-01-30,A,2023-01-30
1022907,1022907,USA,,A,,0,A,2023-01-26,I,2023-01-26
1022908,1022908,USA,F,A,,0,A,2023-01-31,A,2023-01-31
1022909,1022909,MEX,F,A,,0,A,2023-01-25,I,2023-01-25
1022910,1022910,BRA,M,A,,0,A,2023-01-26,I,2023-01-26
1022911,1022911,USA,,A,,0,A,2023-01-28,I,2023-01-28
1022912,1022912,TUR,,B,,0,B,2023-01-26,A,2023-01-26
1022913,1022913,GBR,M,B,,0,B,2023-01-26,I,2023-01-26
1022914,1022914,BRA,M,B,,0,B,2023-01-27,A,2023-01-27
1022915,1022915,TUR,,A,,0,A,2023-01-31,A,2023-01-31
1022916,1022916,USA,F,B,,0,B,2023-01-25,A,2023-01-25
1022917,1022917,FRA,M,B,2023-01-31,56.83,B,2023-01-27,I,2023-01-27
1022918,1022918,BRA,,A,,0,A,2023-01-26,A,2023-01-26
1022919,1022919,AUS,F,A,,0,A,2023-02-02,A,2023-02-02
1022920,1022920,TUR,,B,,0,B,2023-02-06,A,2023-02-06
1022921,1022921,BRA,M,B,,0,B,2023-01-27,A,2023-01-27
1022922,1022922,USA,F,B,,0,B,2023-01-29,A,2023-01-29
1022923,1022923,TUR,,A,,0,A,2023-02-05,A,2023-02-05
1022924,1022924,TUR,M,B,,0,B,2023-02-05,A,2023-02-05
1022925,1022925,DEU,F,A,,0,A,2023-01-30,A,2023-01-30
1022926,1022926,BRA,O,A,,0,A,2023-01-31,A,2023-01-31
1022927,1022927,USA,M,A,,0,A,2023-01-28,I,2023-01-28
1022928,1022928,MEX,F,B,,0,B,2023-01-30,I,2023-01-30
1022929,1022929,MEX,F,B,,0,B,2023-01-26,A,2023-01-26
1022930,1022930,USA,M,A,,0,A,2023-01-25,A,2023-01-25
1022931,1022931,MEX,F,B,,0,B,2023-01-26,A,2023-01-26
1022933,1022933,BRA,F,B,,0,B,2023-01-25,A,2023-01-25
1022934,1022934,USA,O,B,,0,B,2023-01-26,A,2023-01-26
1022935,1022935,USA,M,B,,0,B,2023-01-27,I,2023-01-27
1022936,1022936,GBR,F,A,,0,A,2023-01-25,A,2023-01-25
1022937,1022937,MEX,F,B,,0,B,2023-01-25,A,2023-01-25
1022938,1022938,AUS,O,B,,0,B,2023-01-27,A,2023-01-27
1022939,1022939,DEU,F,A,,0,A,2023-02-02,A,2023-02-02
1022940,1022940,USA,F,A,,0,A,2023-01-25,A,2023-01-25
1022941,1022941,MEX,F,B,,0,B,2023-01-28,A,2023-01-28
1022942,1022942,USA,M,B,,0,B,2023-01-28,I,2023-01-28
1022943,1022943,USA,F,B,,0,B,2023-01-25,A,2023-01-25
1022944,1022944,MEX,M,A,,0,A,2023-01-28,A,2023-01-28
1022945,1022945,FRA,M,A,,0,A,2023-01-26,A,2023-01-26
1022946,1022946,BRA,F,A,,0,A,2023-02-04,A,2023-02-04
1022947,1022947,MEX,F,A,,0,A,2023-01-25,I,2023-01-25
1022948,1022948,MEX,,A,,0,A,2023-01-29,I,2023-01-29
1022949,1022949,GBR,,B,,0,B,2023-01-26,A,2023-01-26
1022950,1022950,FRA,F,B,,0,B,2023-02-01,I,2023-02-01
1022951,1022951,MEX,,B,,0,B,2023-01-25,A,2023-01-25
1022952,1022952,BRA,F,B,,0,B,2023-01-26,I,2023-01-26
1022953,1022953,ESP,O,B,,0,B,2023-01-29,I,2023-01-29
1022954,1022954,BRA,M,A,,0,A,2023-01-26,A,2023-01-26
1022955,1022955,DEU,M,B,,0,B,2023-01-27,A,2023-01-27
1022956,1022956,MEX,,B,,0,B,2023-01-25,I,2023-01-25
1022957,1022957,USA,M,A,,0,A,2023-01-31,I,2023-01-31
1022958,1022958,BRA,F,B,,0,B,2023-01-26,I,2023-01-26
1022959,1022959,USA,M,B,,0,B,2023-01-25,A,2023-01-25
1022960,1022960,ESP,F,A,,0,A,2023-01-26,I,2023-01-26
1022961,1022961,GBR,F,B,,0,B,2023-01-29,I,2023-01-29
1022962,1022962,USA,F,B,,0,B,2023-01-25,I,2023-01-25
1022963,1022963,USA,F,B,,0,B,2023-01-30,A,2023-01-30
1022964,1022964,DEU,F,B,,0,B,2023-01-27,A,2023-01-27
1022965,1022965,BRA,O,B,,0,B,2023-01-26,A,2023-01-26
1022966,1022966,TUR,M,B,,0,B,2023-01-26,I,2023-01-26
1022967,1022967,FRA,,B,,0,B,2023-02-06,A,2023-02-06
1022968,1022968,CAN,M,A,,0,A,2023-01-28,A,2023-01-28
1022969,1022969,FRA,F,B,,0,B,2023-01-27,A,2023-01-27
1022970,1022970,GBR,M,A,,0,A,2023-01-29,A,2023-01-29
1022971,1022971,DEU,M,B,,0,B,2023-01-31,A,2023-01-31
1022972,1022972,MEX,F,A,,0,A,2023-01-31,A,2023-01-31
1022973,1022973,USA,M,B,,0,B,2023-01-26,I,2023-01-26
1022974,1022974,DEU,F,B,,0,B,2023-01-27,I,2023-01-27
1022975,1022975,USA,M,B,,0,B,2023-01-28,A,2023-01-28
1022976,1022976,CAN,F,A,2023-01-25,31,A,2023-01-25,A,2023-01-25
1022977,1022977,AUS,M,B,,0,B,2023-02-05,A,2023-02-05
1022978,1022978,USA,M,A,,0,A,2023-01-28,I,2023-01-28
1022979,1022979,MEX,O,B,,0,B,2023-01-25,A,2023-01-25
1022980,1022980,MEX,M,B,,0,B,2023-02-06,A,2023-02-06
1022981,1022981,GBR,F,A,,0,A,2023-01-26,A,2023-01-26
1022982,1022982,MEX,F,A,,0,A,2023-01-25,I,2023-01-25
1022983,1022983,GBR,F,A,,0,A,2023-01-25,A,2023-01-25
1022984,1022984,MEX,M,A,,0,A,2023-02-05,A,2023-02-05
1022985,1022985,BRA,F,B,,0,B,2023-01-25,I,2023-01-25
1022986,1022986,USA,,A,2023-02-04,88.4,A,2023-01-30,I,2023-01-30
1022987,1022987,CAN,,A,,0,A,2023-01-25,I,2023-01-25
1022988,1022988,USA,M,B,,0,B,2023-01-31,A,2023-01-31
1022989,1022989,FRA,,A,2023-02-03,124.12,A,2023-02-01,A,2023-02-01
1022990,1022990,,M,A,,0,A,2023-01-25,A,2023-01-25
1022991,1022991,AUS,M,A,,0,A,2023-01-27,A,2023-01-27
1022992,1022992,USA,O,A,,0,A,2023-01-25,A,2023-01-25
1022993,1022993,USA,M,A,,0,A,2023-01-31,A,2023-01-31
1022994,1022994,MEX,,B,,0,B,2023-01-26,A,2023-01-26
1022995,1022995,MEX,,B,,0,B,2023-01-29,A,2023-01-29
1022996,1022996,USA,M,B,,0,B,2023-01-25,A,2023-01-25
1022997,1022997,USA,,A,,0,A,2023-01-27,I,2023-01-27
1022998,1022998,USA,M,B,,0,B,2023-02-03,A,2023-02-03
1022999,1022999,MEX,F,B,,0,B,2023-01-25,A,2023-01-25
1023000,1023000,GBR,,A,,0,A,2023-01-26,I,2023-01-26
1023001,1023001,CAN,,B,2023-01-27,63.06,B,2023-01-27,A,2023-01-27
1023002,1023002,TUR,F,A,,0,A,2023-02-01,A,2023-02-01
1023003,1023003,TUR,F,B,,0,B,2023-01-27,A,2023-01-27
1023004,1023004,BRA,F,B,,0,B,2023-01-29,A,2023-01-29
1023005,1023005,USA,F,A,,0,A,2023-01-26,A,2023-01-26
1023006,1023006,GBR,M,A,,0,A,2023-01-27,I,2023-01-27
1023007,1023007,AUS,F,B,,0,B,2023-01-25,I,2023-01-25
1023008,1023008,AUS,M,A,,0,A,2023-02-04,I,2023-02-04
1023009,1023009,BRA,M,A,,0,A,2023-01-29,A,2023-01-29
1023010,1023010,MEX,F,B,,0,B,2023-01-31,I,2023-01-31
1023011,1023011,USA,,B,,0,B,2023-01-31,A,2023-01-31
1023012,1023012,USA,M,B,,0,B,2023-01-26,A,2023-01-26
1023013,1023013,USA,F,B,,0,B,2023-02-03,A,2023-02-03
1023014,1023014,USA,M,A,,0,A,2023-01-25,I,2023-01-25
1023015,1023015,DEU,O,B,,0,B,2023-01-25,A,2023-01-25
1023016,1023016,USA,M,B,,0,B,2023-01-28,I,2023-01-28
1023017,1023017,FRA,,B,,0,B,2023-01-31,A,2023-01-31
1023018,1023018,GBR,F,A,,0,A,2023-01-30,A,2023-01-30
1023019,1023019,BRA,F,B,,0,B,2023-01-31,A,2023-01-31
1023020,1023020,ESP,,A,,0,A,2023-01-25,A,2023-01-25
1023023,1023023,FRA,M,B,,0,B,2023-01-25,I,2023-01-25
1023024,1023024,AUS,F,B,,0,B,2023-01-28,A,2023-01-28
1023025,1023025,DEU,,A,,0,A,2023-01-31,A,2023-01-31
1023026,1023026,,F,B,,0,B,2023-01-30,I,2023-01-30
1023027,1023027,USA,F,A,2023-01-30,111.38,A,2023-01-30,I,2023-01-30
1023028,1023028,BRA,M,A,,0,A,2023-01-25,I,2023-01-25
1023029,1023029,BRA,F,A,,0,A,2023-02-05,A,2023-02-05
